code,word,translation
371,publicity,n. 公众的注意，名声；宣传，宣扬
373,museum,n. 博物馆
374,outstanding,adj. 突出的，杰出的；未解决的；未偿付的
375,rent,v. 租借，租用；出租，出借 n. 租金；出租
376,housing,n. 房屋，住宅；住房建筑，住房供给；外壳，外罩
377,rack,n. 挂架，搁架 vt. 使痛苦，折磨；尽力使用
378,complain,vi. 抱怨，诉苦；控告，投诉
379,lung,n. 肺
380,deny,vt. 否定，否认；拒绝···的要求
381,rid,vt. 使摆脱，解除···的负担，从···中清除
382,harness,vt. 治理；给（马等）上挽具 n. 马具，挽具
384,passion,n. 激情，热情；酷爱
385,genuine,adj. 真的，真正的；真诚的
386,imaginary,adj. 想象中的，假想的
387,prompt,vt. 促使，推动；提示 adj. 敏捷的；及时的 n. 提示台词，提示
388,lucky,adj. 幸运的，侥幸的；吉利的
389,confidence,n. 信任，信赖；信心，自信
390,suburb,n. 郊区，郊外，近郊
391,fearful,adj. 害怕的，可怕的；不安的，忧虑的
392,intelligence,n. 智力；理解力；情报
393,crush,vt. 压碎，碾碎；摧毁，压垮
394,finding,n. 发现；调查的结果；（陪审团的）裁决
395,membership,n. 会员身份（或资格、地位）；全体会员，会员数396*dean diːn n. 教长，主任牧师；（大学的）学院院长，系主任，训导主任
397,*eyebrow,n. 眉毛
398,*badge,n. 徽章；奖章；（制服上的）标记，标识；证章；警徽；象征
399,*cyberspace,n. 虚拟信息空间，计算机世界，网络空间
400,*irrigate,v. 灌溉
401,*juicy,adj. 多汁的
402,*lass,n. 女孩，少女
403,*factual,adj. 事实的，真实的；根据事实的
404,*axis,n. 轴，轴线，中心线；坐标轴，基准线
405,*forum,n. 论坛，讨论会；（电视等的）专题讨论节目
407,*habitat,n. （动植物的）产地，栖息地
409,*reap,vt. 收割，收获；获得，得到
410,*ozone,n. 臭氧
411,*paperback,n. 平装本，简装本
412,*scent,n. 香味；（人的）气味；臭迹，踪迹，线索；香水 vt. 嗅到；
413,briefcase,察n. 公觉文包，公事包
414,Word,6
415,subway,n. 地道；地铁
416,magnet,n. 磁铁，磁体；有吸引力的人或事物
417,defect,n. 缺点，缺陷，欠缺
418,defect,v. 变节；叛变
419,attribute,vt. 把···归因于
420,attribute,n. 属性
421,release,vt. 释放，排放；解除，解脱；放开，松开；发布；发行
422,succession,n. 连续；一连串；接替，继任，继承
423,chip,n. 屑片，碎片；炸土豆条；集成电路片，集成块；缺口，瑕疵
424,doctoral,adj. 博士的
425,similar,adj. 相似的，类似的
426,maintain,vt. 维持；维修，保养；主张；赡养
427,privilege,n. 特权；优惠
429,provoke,vt. 对···挑衅，激怒；激起，引起
430,function,n. 功能；职务，职责 vi. 运作，运行
431,substitute,n. 代替人；代替品 v. （用···）代替
432,extreme,adj. 极度的；末端的 n. 极端，过分
433,orbit,n. 轨道 vt. （绕···）做轨道运行
434,allowance,n. 津贴，补贴；零用钱
435,component,n. 组成部分，部件，组件 adj. 组成的，构成的
436,interrupt,v. 打断，打扰，中断
437,external,adj. 外部的，外面的
438,declaration,n. 宣布，宣告；宣言，声明（书）；申报
439,somehow,adv. 由于某种原因，不知怎么的；以某种方式
440,distribute,vt. 分发，分送；分布
441,specialist,n. 专家
442,rotate,v. （使）旋转，（使）转动；（使）轮流；交替
443,suck,v. 吸，吮，啜；吸收
445,rod,n. 杆，棒
446,suffer,v. 遭受，忍受；容许；受苦；受挫
447,court,n. 法院，法庭；庭院；宫廷；球场
448,sufficient,adj. 足够的，充分的
451,moist,adj. 湿润的，潮湿的
452,relative,adj. 有关系的；相对的 n. 亲属，亲戚
453,suggestion,n. 建议，意见；细微的迹象；暗示
454,restless,adj. 焦躁不安的；静不下来的，运动不止的
455,delivery,n. 投递，交付；分娩；讲话方式；投递的邮件
457,suicide,n./v. 自杀
458,dip,n./v. 浸，蘸
459,profit,n. 益处；利润，收益 vt. 有益于，有利于 vi. 受益
460,lease,n. 租约，租契 vt. 出租；租得，租有
461,disposal,n. 丟掉，销毁；处理；排列，布置
463,cart,n. （二轮或四轮）运货马车
464,stable,adj. 稳定的，不变的；沉稳的，持重的 n. 厩，马厩，牛棚
465,reckon,vt. 认为，估计；指望，盼望；测算，测量
466,jury,n. 陪审团；评审委员会，评奖团
468,glory,n. 光荣，荣誉；壮丽
469,mist,n. 薄雾 v. （使）蒙上薄雾；（使）模糊
470,congratulate,vt. 祝贺，向···道喜
471,sum,n. 总数；金额；算术 vi. 共计
472,execute,vt. 将···处死；实施，执行
473,essay,n. 短文，散文，小品文
474,route,n. 路线，路程
475,merit,n. 长处，优点，价值；功劳，成绩 vt. 值得，应受
476,local,adj. 地方性的；本地的；局部的；狭隘的
477,compromise,n. 妥协，和解，折中办法 v. 妥协；危及；放弃（原则、理想
478,rally,等n. ）集会；公路汽车赛 v. 集合，团结；恢复，重新振作
479,feather,n. 羽毛，翎毛
480,characterize,vt. 成为···的特征，以···为典型；描绘（人或物的）特性，描述
481,explode,vt. 使爆炸 vi. 爆炸；激增；发怒
482,aware,adj. 知道的，意识到的
483,*upgrade,n. 向上的斜坡；升级
484,*upgrade,vt. 提升；提拔；改善；使升级；使升格
485,*vendor,n. 小贩，摊贩；（某种产品的）销售公司；（房屋等的）卖主
487,*table,等n. 药的）片高；碑涨，牌
488,*proverb,n. 谚语，格言
489,*recite,v. 背诵，朗诵，吟诵；列举；逐一讲述
490,*nutrition,n. 营养；滋养；营养的补给
491,*odo(u)r,n. 气味
492,*lunar,adj. 月亮的，月球的
493,*mainstream,n. 主流
494,*hyphen,n. 连字号，连字符
496,*gender,n. 性别
497,continuity,n. 连续（性），持续（性）
498,corporate,adj. 法人团体的，公司的；全体的；共同的
499,Word,7
500,aside,adv. 在旁边，到旁边
501,grain,n. 谷物，谷粒；颗粒；少量，微量
502,kettle,n. 水壶
503,faulty,adj. 有错误的，有缺点的；有故障的504highly ˈhaɪli adv. 高度地，极；非常赞许地
505,summary,n. 摘要，概要，一览 adj. 概括的，概要的；实时的，即刻的
506,conservation,n. 保存；（对自然资源的）保护；守恒
507,enroll,vi. 入学，加入 vt. 招收，吸收
508,summit,n. （山等的）最高点，峰顶；最高级会议
509,reward,n. 报答，奖赏；报酬，酬金 vt. 报答，酬谢，奖励
510,specialize,vi.成为…专家；专攻
511,available,adj.现成可使用的，通用的；可取的；可取得联系的；可得到
512,structure,的n.结构，构造 vt.建造
513,resident,n.居民，定居者；住院医生 adj.居住的，定居的；住校的；住
514,boundary,院n.分的界线，边界
515,radical,adj.根本的，基本的；彻底地；激进的，激进派的 n.激进分子
516,leading,adj.指导的，带头的；最主要的；饰演主角的
517,rag,n.破布，碎步；破旧衣服
518,prescribe,vt.开（药）；吩咐采用（某种疗法）；规定，指定
519,demonstrate,vt.示范，说明；论证；表露
520,manner,n.方式；态度；风度；礼貌，规矩
521,sunrise,n.日出（时分）；朝露
522,construct,vt.建造；构思
523,construct,n.建筑物；构想，观念
524,railway,n.铁路
525,opportunity,n.机会，良机
526,lag,vi.走得慢 n.落后
527,sunset,n.日落（时分）；晚霞
528,fade,vi.褪色；凋谢；逐渐消失 vt.使褪色
529,singular,adj.单数的；非凡的，奇特的；独一无二的
531,recreation,n.娱乐活动，消遣
532,procession,n.队伍，行列
534,hell,n.地狱；极大的痛苦
535,proof,n.证据，证明；校样，样张 adj.耐…的，能防……的
537,broom,n.扫帚
538,recruit,vt.招募（新兵），吸收（新成员）n.新兵；新成员
539,contrast,n.对比，对照；反差
540,contrast,vt.对比，对照 vi.形成对比，对比之下显出区别
541,sunshine,n.（直射）日光，阳光
542,introduction,n.介绍；引进；引言
543,ancestor,n.祖宗，祖先；原型；先驱
544,split,v.分裂，分离；撕裂，裂开；分担，分享 n.裂口
545,painful,adj.疼痛的，引起疼痛的；困难的；令人不快的
546,interest,n.兴趣；利益，利害关系；利息 vt.使感兴趣
547,noticeable,adj.显而易见的
548,graduate,n.毕业生；研究生 adj.研究生的
549,graduate,v.（使）毕业
550,superb,adj.极好的；高质量的
551,glance,n.一瞥 vi.看一下；（用眼睛）扫视；反射（光等）
553,fierce,adj.凶猛的；狂热的
554,paragraph,n.（文章的）段，节
555,enquire,v.询问
556,preparation,n.准备（工作），预备；制剂
557,justice,n.正义，公正；司法
558,emit,vt.散发；发射；发表；发出（声音）559superficial ˌsuːpəˈfɪʃl adj.表面的，肤浅的
560,drip,vi.滴下，漏水 n.水滴；滴水声
561,sole,n.脚底，鞋底，袜底 adj.单独的，唯一的
562,folk,n.人们；家属，亲属；大伙儿，各位
564,motor,n.发动机，电动车
565,airport,n.机场，航空港
566,enclose,vt.围住，圈起；附上；把…装入信封
567,bounce,v.（使）弹起，（使）反弹；（使）颠簸 n.弹，反弹
568,occasion,n.场合，时刻；重大（或特殊）活动；时机；起因 vt.引起
569,determine,vt.决定；查明；使下决心 vi.决意
570,permit,v.允许，许可，准许
571,permit,n.许可证，特许证
572,*freshman,n.（大学）一年级学生
573,*gamble,n.赌博；投机，冒险 vt.赌，以…为赌注 vi.打赌
575,*imperial,adj.帝国的，帝王的；（度量衡）英制的
576,*loophole,n.漏洞，空子
577,*manipulate,vt.操纵，控制，影响；（熟练地）操作，使用
578,*ornament,n.装饰品，点缀品
579,*ornament,vt.装饰，点缀，美化
580,*paradox,n.似乎矛盾而（可能）正确的说法；自相矛盾；悖论
581,*awe,n.敬畏；惊叹 vt.使敬畏；使惊叹
582,*bail,n.保释金；保释 vt.保释；帮助脱离困境
583,*cane,n.手杖；（藤、竹等的）茎
584,*geology,n.地质学；地质情况
585,coverage,n.新闻报道；覆盖范围
586,Word,8
587,statement,n.陈述，声明；结算单，报表
588,award,n.奖，奖品；判定 vt.授予，给予；判给，裁定
589,bold,adj.勇敢的；鲁莽的；粗（字）体的，黑（字）体的；醒目的
590,so-called,adj.所谓的，号称的
592,sunlight,n.日光，阳光
593,alternative,n.替换物，选择；选择的自由 adj.两者选一的，供选择的；另
594,kingdom,类n.王的国；领域；（动物、植物、矿物）界
595,mobile,adj.运动的；流动的；多变的
597,storage,n.贮藏；贮藏量
598,erroneous,adj.错误的，不正确的
599,supplement,n.增补（物），补充（物）；增刊，副刊
600,supplement,vt.增补，补充
601,locate,vt.探明，找出；把…设置在，使……坐落于
602,cabin,n.小屋；船舱，机舱
603,receiver,n.（电话）听筒；接收器
604,support,vt.支撑；支持；供养；证实 n.支持；支撑物；支持者
605,Bible,n.《圣经》
606,assign,vt.指派，分配，布置（作业）；指定（时间、地点等）
608,fatal,adj.致命的；命中注定的；重大的，决定性的
609,pad,n.垫，衬垫；便笺本；发射台；直升机起落场 vt.填塞
610,excursion,n.远足，短途旅行
611,ignorant,adj.不知道的，无知的
612,county,n.郡，县613condense kənˈdens v.（使）冷凝，（使）凝结，浓缩，压缩，简缩
615,asset,n.资产，财产；有价值的特性或技能，优点
616,involve,vt.使卷入，牵涉；包含，含有
617,rear,n.后部，背面；后方 adj.后部的，背后的 vt.抚养，饲养；种植
618,hollow,adj.空的，空洞的；沉闷的；虚伪的
620,shallow,adj.浅的；浅薄的 n.浅滩，浅水处
621,procedure,n.程序，手续，步骤
622,controversial,adj.引起争论的，有争议的
623,curve,n.曲线；弯，弯曲处 v.（使）弯曲
624,spiritual,adj.精神的，心灵的；宗教（上）的
625,astonish,vt.使惊讶，使吃惊
626,fold,v.折叠，合拢 n.褶，折叠的部分
628,condition,n.状况，状态；环境
629,segment,n.部分；片段；（橘子等的）瓣
630,segment,v.分割，划分
631,cabbage,n.洋白菜，卷心菜
632,condemn,vt.谴责，指责；判…刑，宣告…有罪
