code,word,translation
349,concern,vt./n. vt.涉及；使关心；让（人）担忧；n.关心；关注
351,exotic,a. a.外来的；奇异的；醒目的，吸引人的
352,evaporate,v. v.（使）蒸发；消失；不复存在
353,destiny,n. n.命运，定数
354,hide,v./n. v.（躲）藏；n.皮革，兽皮
355,former,a./n. a.以前的；n.前者
356,awful,a. a.糟糕的
357,sore,a./n. a.痛的；恼火的；剧烈的；n.疮
358,virtually,ad. ad.几乎，差不多；实际上，事实上
359,tangibly,ad. ad.可触摸地；可感知地；有形地
360,windscreen,n. n.挡风玻璃，风挡
361,decent,a. a.大方的，体面的，像样的；正派的，合乎礼仪的
362,alluvial,a./n. a.【地】冲积的，淤积的；n.冲积土（或层、矿床），淤积土
363,slum,n. n.贫民窟，贫民区
13364,distil,vt. vt.（使）蒸馏，提取
365,economical,a. a.节约的；经济的
366,fate,n. n.命运，天数
367,medication,n. n.药；药物
368,target,n./vt. n.目标；对象，靶子；vt.对准，面向
369,independent,a.独立的，自主的，不受约束的；n.中立派，无党派议员
370,radius,n. n.半径；周围，范围
371,fossil,n. n.化石；老顽固
372,shade,n./vt.
373,headmaster,n.（中小学）校长
374,wean,vt. vt.（使）断奶，（使）戒掉
375,comprise,vt. vt.包含；由……组成
376,stable,a./n. a.稳定的，稳固的，安定的；沉稳的，持重的；n.马厩
377,disappointing,a.令人失望的
378,delta,n. n.三角洲；希腊字母表的第四个字母
379,urban,a. a.都市的；住在都市的
380,compliment,n.赞美；[pl.]问候，祝贺
381,execution,n. n.执行，实施；处决
382,heritage,n. n.遗产；传统
383,appropriate,a.适当的；vt.占有，挪用；拨出（款项）
384,annual,a./n. a.每年的，年度的；n.年刊，年鉴；一年生植物
385,depict,vt. vt.描绘，描述
386,literacy,n. n.有文化；有教养；读写能力
387,calculate,v. v.计算，推算；估计，推测；计划，打算
388,luxury,n./a. n.豪华（品）；奢侈（品）a.奢华的
389,souvenir,n.纪念品，纪念物
390,purchase,vt./n. vt.买，购买；n.购买的物品
391,constant,a./n.
14392,dormancy,n. n.休眠；催眠状态；冬眠；隐匿
393,particular,a./n. a.特殊的，特别的；特定的，个别的；详细的；n.详情，细目，细节
394,subscription,n. n.订阅，订购；订阅费，订购款；捐赠，捐助；签字，签署
395,pitch,v./n. v.投掷；颠簸；为……定音高；n.沥青；场地；程度；最高点；音高
396,entitle,vt. vt.给……权利（或资格）；给（书、文章等）题名；给……以称号
397,shutter,n. n.百叶窗；（照相机的）快门
398,demolish,vt. vt.破坏；拆除；驳倒（论点等），推翻
399,durable,n./a. n.耐用品；a.耐久的；耐用的
400,cope,vi. vi.（成功地）应付；（妥善地）处理
401,circulation,n.
402,tradition,n. n.传统；惯例
403,benefit,v./n.
404,decay,n./v. n.腐烂，腐朽；衰败（或衰退）状态；v.腐烂，腐朽；衰败，衰退
405,distribution,n.分发，分配；配给物；散布，分布
406,defect,n.缺点，不足之处；vi.叛变
407,oppose,v. v.反对，反抗
408,statistics,n. n.统计数字，统计资料；统计学
409,stuffy,a. a.不透气的，（空气）不新鲜的，不通风的；乏味的
410,approximately,ad.近似，大约
411,excusable,a. a.可原谅的；可谅解的；可容许的
412,propose,v. v.提议，建议；提名，推荐；打算；（向某人）求婚
413,ornament,n./vt. n.装饰；装饰物；vt.装饰，修饰，美化
414,energetic,a. a.有力的，精力旺盛的；积极的
415,atmospheric,a.大气的，空气的；大气层的；大气所引起的
416,cooperative,a.合作的，协作的；n.合作社
417,corrode,v. v.腐蚀；侵蚀
418,honour,n./vt. n.光荣；尊敬；vt.向……示敬意；信守，执行（承诺）
419,except,vt./prep. vt.将……除外；prep.除……外
15420,soluble,a. a.可溶的；可解决的
421,administration,n.管理（部门）；行政（机关）
422,environment,n.周围状况；环境
423,license,n./vt. n.许可（证），执照；vt.批准，准许
424,underline,vt. vt.画线于……之下；强调
425,activate,vt. vt.激活；使活动，使活化
426,major,a./n./vi. a.主要的；n.专业（学生）vi.主修，专攻
427,specific,a. a.特定的；明确的
428,objective,n./a. n.目标，目的；a.客观的
429,concentrate,v./n. v.全神贯注，全力以赴；集中，聚集；浓缩；n.浓缩物，浓缩液
430,conflict,n.冲突；vi.冲突，抵触
431,antidote,n. n.解毒药；矫正方法
432,discover,vt. vt.发现，找到；发觉
433,necessarily,ad.必要地；必然地
434,continent,n. n.大陆，陆地；洲
435,turret,n. n.塔楼，角楼
436,elastic,a./n. a.有弹性的；灵活的；n.松紧带
437,enhance,vt. vt.提高，增强，增进
438,demonstration,n.论证，证明；示范；显示，表露；示威游行
439,interrupt,v. v.中断，中止；阻碍；打断，打扰
440,redundant,a. a.（因人员过剩而）被解雇的；多余的，过剩的；累赘的，冗长的
441,mishandle,vt. vt.粗暴地对待；错误地处理，胡乱操作
442,discovery,n. n.发现
443,alcohol,n. n.含酒精饮料，酒；酒精
444,suppression,n. n.镇压，压制，抑制；扑灭
445,mainly,ad. ad.大体上，主要地
446,property,n. n.财产，所有物；性质，特性；房产，地产
447,naked,a. a.裸体的，无遮蔽的
448,feature,n./v.
449,lens,n. n.透镜；镜片；镜头
450,coordinator,n.协调者
451,nourish,vt. vt.养育，滋养；培养（情绪、观点等）
452,crisp,a./n. a.脆的；利落的；n.[pl.]油炸土豆片
453,guilty,a. a.内疚的；有罪的
454,crack,n./v.
455,flourish,v./n. v.繁荣；茂盛；兴旺；健康幸福；n.（为引起注意的）夸张动作；修饰
456,reserve,vt./n. vt.预订，预约；保留；储备；n.储备（量）；自然保护区
457,dimensional,a. a.……度空间的，……维的
458,gravel,n. n.沙砾，砾石
459,advertisement,n.广告，公告；广告活动，宣传
460,insulation,n. n.隔绝，隔绝状态；绝缘（材料），隔热，隔音
461,hesitation,n. n.犹豫，踌躇
462,undermine,vt. vt.削弱；破坏
463,eliminate,vt. vt.消灭，消除；淘汰
464,volcano,n. n.火山
465,exclude,vt. vt.把……排斥在外；将（某物）排除，不包括
466,laundry,n. n.洗衣房；待洗衣服
467,apparently,ad. ad.显然；看来，似乎
468,gelatine,n. n.明胶
469,stimulate,vt. vt.刺激；使兴奋；激发，激励
470,fuel,n./v. n.燃料；v.给……加燃料
471,operational,a. a.运转的；操作的；运营的，业务的
472,image,n. n.形象；印象；图像
473,distribute,vt.分发，分配，分送；散布，分布；分类，分区
474,intend,v. v.想要，打算
475,empirical,a. a.经验主义的，以经验为依据的
17476,probation,n. n.缓刑（制）；（对人的）试用；试用期
477,depression,n. n.忧愁，消沉；低气压，低压；不景气，萧条（期）
478,proximity,n. n.接近，邻近；亲近
479,attention,n. n.注意（力），留心；立正
480,factual,a. a.事实的；真实的，确凿的
481,acclaim,vt./n. vt.向……欢呼，为……喝彩；n.称赞；欢迎
482,carry,v./n. v.运送，搬运；传送，传播；n.运载；射程
483,devastate,vt. vt.破坏，毁坏；使震惊，使极为悲痛
484,response,n. n.回答，答复；反应，响应
485,postcode,n. n.邮政编码
486,dull,a. a.乏味的；阴沉的
487,basis,n. n.基础；根据；原则
488,tropical,a. a.热带的；炎热的
489,rumour,n. n.谣传，谣言
490,endeavour,n./vi. n./vi.努力，尽力；尝试
491,address,vt./n. vt.致函，写姓名地址；向……讲话，演说；处理，对付；n.地址；致词
492,payment,n. n.支付；支付的款项
493,superb,a.极好的；高质量的
494,intention,n. n.意图，目的
495,demonstrate,v.论证，证实；演示，说明；举行示威游行（或集会）
496,agenda,n. n.议程；议程表
497,illuminate,vt. vt.照亮；阐明，解释；启发
498,slim,a./vi. a.苗条的；薄的；vi.变苗条
499,warrant,v./n. v.保证；证明……正当；n.授权；许可证
500,optimism,n. n.乐观，乐观主义
501,rank,v./n. v.排列；分等；n.等级；军衔
502,dimension,n.尺寸，（长、宽、厚、深）度；方面，特点；维，元；[pl.]面积
503,avail,vt./n. vt.有帮助，有益，有用；n.效用；利益
18504,dioxide,n. n.二氧化物
505,block,n.vt.
506,administrative,a.管理的，行政的
507,frustrating,a. a.令人泄气的，使人沮丧的
508,resistant,a. a.抵抗的，有抵抗力的
509,overdue,a. a.过期未付的；逾期的；过度的，过火的；迟到的，延误的
510,impressive,a. a.给人深刻印象的，令人敬佩的
511,analysis,n. n.分析，分解
512,verdict,n. n.裁定；定论；判断；意见
513,refresher,n. n.提神物；帮助记忆的东西或人；补习课程
514,blaze,v./n. v.熊熊燃烧；发（强）光；迸发；n.火焰
515,misjudge,vt. vt.判断错误
516,pregnant,a. a.怀孕的，妊娠的；充满的
517,unyielding,a. a.顽强的；坚硬的；不能弯曲的，坚固的
518,exterior,a./n. a.外部的，外表的；n.外部，外表
519,approve,v. v.赞成；批准，同意
520,client,n. n.委托人；顾客，客户
521,vernacular,n.本国话；方言；土语；（建筑的）民间风格；a.本国语的
522,compare,v. v.比较；对比
523,transparent,a.透明的，清澈的；明显的；易懂的
524,cassette,n. n.盒式录音（或录像）带
525,deputy,n. n.代理人；代表
526,fraud,n. n.诈骗罪；骗子；伪劣品，冒牌货
527,bind,v. v.捆绑，系；约束；凝结
528,fragrance,n. n.芳香，香味；香水
529,marketplace,n. n.市场，集市
530,acute,a. a.灵敏的；剧烈的，猛烈的
531,ripe,a. a.（水果或庄稼）成熟的；时机成熟的
19532,vet,vt./n. vt.审查，仔细检查；n.兽医
533,formulate,vt. vt.系统阐述，明确表达；构想出（计划、方法等），规划（制度等）
534,collate,vt. vt.对照；核对；整理（文件、书页等）
535,infer,v. v.推断，猜想
536,fiction,n. n.小说
537,ability,n. n.能力；本领；才能
538,sector,n. n.部分，部门；防御地段，防区；扇形
539,creep,vi. vi.悄悄移动；缓慢行进；爬行
540,casual,a. a.偶然的，碰巧的，不经意的；临时的，非正式的
541,interpretation,n. n.口译；解释，诠释；（表演、演奏的）艺术处理
542,trimester,n. n.三月期；学期
543,consensus,n. n.共识；（意见）一致
544,redevelopment,n.重新规划；重新建设
545,auditorium,n. n.礼堂；观众席
546,condition,n./vt.
547,furnish,vt. vt.布置，为……配备家具；供应，提供；装备
548,stabilise,v. v.（使）稳定，（使）稳固
549,incoming,a./n. a.进来的；n.[pl.]收入
550,alignment,n. n.排成直线；联盟
551,boot,n. n.（长筒）靴子；（汽车后部的）行李箱；［the～］解雇
552,acid,n./a. n.酸；a.酸的；尖刻的
553,booming,a. a.发展迅速的；激增的
554,definite,a. a.明确的，肯定的；清楚的
555,deem,vt. vt.认为
556,narrator,n. n.讲述者，叙述者
557,reorient,vt. vt.重新定方位；重新定位；使适应
558,reckon,v. v.认为，估计；测算，测量；料想，指望
559,tutorial,n./a.
20560,reference,n. n.参考，参考书目；提及，涉及；证明书（或人）；介绍（人）
561,sledge,n./vi. n.雪橇；vi.乘雪橇
562,exaggerate,v. v.夸大，夸张
563,restriction,n. n.限制，约束
564,abandon,vt. vt.放弃，遗弃
565,priority,n. n.优先（权），重点；优先考虑的事
566,terrify,vt. vt.使恐怖，使惊吓
567,habitat,n. n.栖息地，住处
568,encourage,v. v.鼓励；促进，激发
569,celebrity,n. n.名声；知名人士
570,significance,n. n.重要性，意义
571,magnetic,a. a.磁的，有磁性的；有吸引力的
572,slippery,a. a.滑的，滑溜的；油滑的，狡猾的；棘手的
573,graphic,a. a.文字的；生动的，形象的；绘画的，图表的
574,examine,vt. vt.检查；调查，研究；测验
575,opportunity,n. n.机会，时机
576,distinguish,v. v.区别，辨别；辨认出；使杰出
577,blanket,n. n.毯子；厚的覆盖物
578,arrogance,n. n.傲慢，自大
579,era,n. n.纪元；时代
